0.517283	0.589815	1.000000
0.395061	0.833494	-1.000000
0.380530	0.914593	-1.000000
0.759422	0.311756	-1.000000
0.519566	0.934980	-1.000000
0.527420	0.761693	-1.000000
0.537210	0.850366	-1.000000
0.827476	0.371232	-1.000000
0.593244	0.463419	1.000000
0.305436	0.196723	-1.000000
0.500142	0.485628	1.000000
0.215235	0.471317	-1.000000
0.733676	0.135693	-1.000000
0.798189	0.313516	-1.000000
0.565291	0.437501	1.000000
0.473603	0.329541	1.000000
0.771977	0.804659	-1.000000
0.587449	0.388463	1.000000
0.470663	0.547310	1.000000
0.091546	0.430739	-1.000000
0.726683	0.709893	-1.000000
0.111755	0.495558	-1.000000
0.571974	0.270609	1.000000
0.560398	0.433957	1.000000
0.279775	0.798393	-1.000000
0.409193	0.320123	1.000000
0.810312	0.238161	-1.000000
0.795789	0.367929	-1.000000
0.413815	0.571690	1.000000
0.560015	0.491609	1.000000
0.336042	0.649325	1.000000
0.394687	0.315768	1.000000
0.744420	0.364174	-1.000000
0.757807	0.731991	-1.000000
0.174688	0.366590	-1.000000
0.514650	0.435147	1.000000
0.439558	0.460773	1.000000
0.387566	0.941065	-1.000000
0.649959	0.386532	1.000000
0.761491	0.278241	-1.000000
0.230031	0.369063	-1.000000
0.762707	0.808725	-1.000000
0.244053	0.365523	-1.000000
0.436797	0.505728	1.000000
0.497991	0.301551	1.000000
0.551049	0.599045	1.000000
0.513817	0.602417	1.000000
0.109585	0.284036	-1.000000
0.447200	0.853650	-1.000000
0.566556	0.168332	-1.000000
0.290825	0.232815	-1.000000
0.588754	0.047326	-1.000000
0.822874	0.665044	-1.000000
0.684862	0.159557	-1.000000
0.553669	0.543080	1.000000
0.543382	0.460406	1.000000
0.289519	0.687242	-1.000000
0.773562	0.786026	-1.000000
0.433851	0.583480	1.000000
0.568008	0.553594	1.000000
0.488278	0.879039	-1.000000
0.670025	0.750910	-1.000000
0.473023	0.143803	-1.000000
0.000000	0.416676	-1.000000
0.403155	0.156512	-1.000000
0.486829	0.373870	1.000000
