0.443000	0.700646	-1.000000
0.082640	0.688995	-1.000000
0.210262	0.686508	-1.000000
0.152836	0.405775	-1.000000
0.612675	0.436758	1.000000
0.114679	0.775051	-1.000000
0.640385	0.556813	1.000000
0.269350	0.719980	-1.000000
0.771341	0.338891	1.000000
0.661747	0.600603	1.000000
0.694519	0.324092	1.000000
0.749873	0.464016	1.000000
0.502045	0.243606	1.000000
0.832094	0.861206	-1.000000
0.355315	0.142918	1.000000
0.406040	0.590742	-1.000000
0.533457	0.645501	1.000000
0.103958	0.336900	-1.000000
0.213186	0.549419	-1.000000
0.396400	0.093400	1.000000
0.614684	0.517427	1.000000
0.175130	0.428526	-1.000000
0.589398	0.186611	-1.000000
0.446669	0.751767	-1.000000
0.762445	0.490644	1.000000
0.096156	0.320160	-1.000000
0.518128	0.529848	-1.000000
0.203014	0.739860	-1.000000
0.277716	0.764273	-1.000000
0.402868	0.637661	-1.000000
0.109388	0.374275	-1.000000
0.695069	0.244989	1.000000
0.380643	0.179226	1.000000
0.297775	0.790399	-1.000000
0.319800	0.226049	1.000000
0.472068	0.686212	-1.000000
0.456879	0.817719	-1.000000
0.737505	0.488776	1.000000
0.560210	0.088864	1.000000
0.181623	0.529073	-1.000000
0.110218	0.541236	-1.000000
0.703817	0.359554	1.000000
0.114214	0.418963	-1.000000
0.533804	0.183798	1.000000
0.457132	0.356888	-1.000000
0.097085	0.839493	-1.000000
0.350670	0.195150	1.000000
0.587803	0.812925	1.000000
0.129441	0.221693	-1.000000
0.053163	0.636764	-1.000000
0.586956	0.915607	-1.000000
0.737624	0.318399	1.000000
0.200780	0.568853	-1.000000
0.617662	0.858265	-1.000000
0.697979	0.454053	1.000000
0.459428	0.213613	1.000000
0.764779	0.264085	1.000000
0.492112	0.550129	1.000000
0.496620	0.276003	-1.000000
0.535637	0.366394	1.000000
0.390723	0.609628	-1.000000
0.509197	0.190232	1.000000
0.366155	0.096570	1.000000
0.119750	0.977467	-1.000000
0.719774	0.355283	1.000000
0.503897	0.155451	1.000000
0.213632	0.667852	-1.000000
0.785928	0.345658	1.000000
0.496895	0.583657	-1.000000
0.837592	0.371972	1.000000
0.357673	0.810367	-1.000000
0.293228	0.632142	-1.000000
0.798800	0.416862	1.000000
0.584225	0.058036	1.000000
0.064077	0.079366	-1.000000
0.723314	0.446249	1.000000
0.523923	0.139021	1.000000
0.651934	0.329201	1.000000
0.260011	0.736894	-1.000000
0.630709	0.546035	1.000000
0.767194	0.307045	1.000000
0.708231	0.365446	1.000000
0.388278	0.540907	-1.000000
0.223955	0.835298	-1.000000
0.383933	0.695231	-1.000000
0.704538	0.109218	1.000000
0.087639	0.501224	-1.000000
0.795865	0.119573	1.000000
0.588547	0.000536	1.000000
0.349332	0.520050	-1.000000
0.347680	0.777296	-1.000000
0.957308	0.144183	1.000000
0.199526	0.713487	-1.000000
0.595557	0.196459	1.000000
0.317965	0.626974	-1.000000
0.852184	0.154940	1.000000
0.727232	0.489442	1.000000
0.747378	0.452622	1.000000
0.273717	0.730554	-1.000000
0.185622	0.322656	-1.000000
0.684967	0.291257	1.000000
0.263142	0.829259	-1.000000
0.696636	0.489832	1.000000
0.588405	0.255257	1.000000
0.704434	0.631024	1.000000
0.035229	0.308405	-1.000000
0.562609	0.285700	1.000000
0.250605	0.035025	1.000000
0.758014	0.255210	1.000000
0.514799	0.389489	-1.000000
0.705434	0.202458	1.000000
0.756198	0.252587	1.000000
0.323985	0.515035	-1.000000
0.512882	0.596849	1.000000
1.000000	0.150198	1.000000
0.595450	0.033327	1.000000
0.362977	0.353324	-1.000000
0.726334	0.533814	1.000000
0.382629	0.150066	1.000000
0.302011	0.685323	-1.000000
0.349236	0.663812	-1.000000
0.789055	0.464411	1.000000
0.167651	0.680434	-1.000000
0.516804	0.599098	-1.000000
0.146377	0.558352	-1.000000
0.067896	0.415409	-1.000000
0.488797	0.853906	-1.000000
0.468624	0.889833	-1.000000
0.080255	0.407470	-1.000000
0.727260	0.416835	1.000000
0.119803	0.402421	-1.000000
0.591447	0.175647	1.000000
0.085109	0.469384	-1.000000
0.653203	0.085817	1.000000
0.005399	0.346272	-1.000000
0.661315	0.514838	1.000000
0.414631	0.248838	1.000000
0.102969	0.370688	-1.000000
0.199045	0.677089	-1.000000
0.096678	0.384501	-1.000000
0.274912	0.670715	-1.000000
0.060754	0.376852	-1.000000
0.575714	0.211386	1.000000
0.854027	0.131410	1.000000
0.277283	0.125820	1.000000
0.655167	0.321019	1.000000
0.438278	0.852299	-1.000000
0.509932	0.213261	1.000000
0.571463	0.836394	-1.000000
0.483561	0.151437	1.000000
0.490044	0.162256	1.000000
0.563050	0.247701	1.000000
0.160360	0.556672	-1.000000
0.779221	0.324486	1.000000
0.862031	0.383144	1.000000
0.627952	0.134235	1.000000
0.164387	0.623492	-1.000000
0.218771	0.669148	-1.000000
0.427225	0.480076	-1.000000
0.649795	0.187092	1.000000
0.561459	0.387061	1.000000
0.464101	0.168510	1.000000
0.439693	0.615030	-1.000000
0.659124	0.142053	1.000000
0.678898	0.473789	1.000000
0.456349	0.728492	-1.000000
0.389192	0.188682	1.000000
0.285162	0.714941	-1.000000
0.599844	0.372068	-1.000000
0.660753	0.391146	1.000000
0.426289	0.273733	-1.000000
0.796057	0.375130	1.000000
0.217839	0.688079	-1.000000
0.370815	0.372491	-1.000000
0.449730	0.307176	1.000000
0.872732	0.380777	1.000000
0.323760	0.275515	-1.000000
0.129718	0.545195	-1.000000
0.622953	0.150156	1.000000
0.246615	0.775136	-1.000000
0.646750	0.776692	1.000000
0.385730	0.685050	-1.000000
0.070106	0.363306	-1.000000
0.417387	0.211203	1.000000
0.692819	0.121664	1.000000
0.687109	0.131567	1.000000
0.452541	0.543865	-1.000000
0.528952	0.780411	-1.000000
0.211256	0.656685	-1.000000
0.597240	0.209139	1.000000
0.265948	0.146823	1.000000
0.615510	0.447860	1.000000
0.633796	0.491730	1.000000
0.392674	0.639372	-1.000000
0.058314	0.304516	-1.000000
0.713444	0.438903	1.000000
0.283297	0.686748	-1.000000
0.735294	0.303117	1.000000
0.574177	0.735392	-1.000000
0.832578	0.205748	1.000000
0.137532	0.774008	-1.000000
0.592745	0.052343	1.000000
0.192294	0.665504	-1.000000
0.744119	0.538288	1.000000
0.689148	0.440973	1.000000
0.174191	0.764194	-1.000000
0.632184	0.139972	1.000000
0.179549	0.789465	-1.000000
0.511963	0.197425	1.000000
0.693398	0.268174	1.000000
0.608565	0.510048	1.000000
0.131426	0.413702	-1.000000
0.363447	0.268819	1.000000
0.516598	0.752181	-1.000000
0.557299	0.818055	-1.000000
0.084960	0.708853	-1.000000
0.259599	0.467852	-1.000000
0.538332	0.186114	1.000000
0.248440	0.462526	-1.000000
0.609444	0.184890	1.000000
0.641885	0.600551	1.000000
0.565079	0.258782	1.000000
0.495213	0.781444	-1.000000
0.244845	0.581403	-1.000000
0.457102	0.259285	1.000000
0.803829	0.409333	1.000000
0.674980	0.463899	1.000000
0.089458	0.306608	-1.000000
0.658221	0.355214	1.000000
0.422303	0.249779	1.000000
0.398595	0.539608	-1.000000
0.245473	0.784092	-1.000000
0.214278	0.630054	-1.000000
0.361273	0.156102	1.000000
0.673291	0.281424	1.000000
0.553772	0.905906	-1.000000
0.712914	0.063345	1.000000
0.885154	0.109581	1.000000
0.715259	0.340511	1.000000
0.472775	0.817421	-1.000000
0.181233	0.762145	-1.000000
0.442837	0.304220	1.000000
0.463670	0.710195	-1.000000
0.833926	0.178049	1.000000
0.527248	0.381973	1.000000
0.410928	0.562134	-1.000000
0.261386	0.403290	-1.000000
0.645554	0.280316	1.000000
0.305737	0.856303	-1.000000
0.420121	0.666926	-1.000000
0.247054	0.236276	1.000000
0.808030	0.346969	1.000000
0.238598	0.211903	1.000000
0.144688	0.629652	-1.000000
0.710871	0.162161	1.000000
0.217138	0.393489	-1.000000
0.687457	0.665347	-1.000000
0.449220	0.648930	-1.000000
0.751994	0.384685	1.000000
0.569272	0.304588	1.000000
0.500427	0.743715	-1.000000
0.707949	0.914884	-1.000000
0.769338	0.198320	1.000000
0.701422	0.135148	1.000000
0.744914	0.224284	1.000000
0.797045	0.393085	1.000000
0.162833	0.237010	1.000000
0.796318	0.323516	1.000000
0.869081	0.233590	1.000000
0.703758	0.540065	1.000000
0.216826	0.861959	-1.000000
0.107908	0.265882	-1.000000
0.683730	0.627376	1.000000
0.345793	0.407675	-1.000000
0.653937	0.513079	1.000000
0.467777	0.133079	1.000000
0.723660	0.367193	1.000000
0.587150	0.791786	-1.000000
0.069903	0.421173	-1.000000
0.884010	0.232493	1.000000
0.583350	0.874254	-1.000000
0.576788	0.534381	1.000000
0.259701	0.669027	-1.000000
0.064322	0.645593	-1.000000
0.265937	0.746495	-1.000000
0.677538	0.398401	1.000000
0.695014	0.166094	1.000000
0.758769	0.256169	1.000000
0.667455	0.239696	1.000000
0.180035	0.898457	-1.000000
0.404581	0.249925	-1.000000
0.151274	0.510921	-1.000000
0.279198	0.722835	-1.000000
0.119948	0.587553	-1.000000
0.157453	0.775826	-1.000000
0.658495	0.501031	1.000000
0.647997	0.122048	1.000000
0.564185	0.102392	1.000000
0.636213	0.619606	1.000000
0.110729	0.350639	-1.000000
0.453147	0.000000	1.000000
0.286723	0.786402	-1.000000
0.055824	0.422603	-1.000000
0.021350	0.366147	-1.000000
0.438279	0.196961	1.000000
0.375973	0.494748	-1.000000
0.583353	0.866138	-1.000000
0.192084	0.611739	-1.000000
0.590927	0.205092	1.000000
0.385286	0.589142	-1.000000
0.709431	0.525863	1.000000
0.718600	0.549809	1.000000
0.095162	0.155903	-1.000000
0.653424	0.826809	-1.000000
0.801902	0.267075	1.000000
0.332821	0.604491	-1.000000
0.322956	0.984486	-1.000000
0.122915	0.587496	-1.000000
0.111973	0.472164	-1.000000
0.291612	1.000000	-1.000000
0.331937	0.419276	-1.000000
0.056722	0.298459	-1.000000
0.523694	0.186008	1.000000
0.649850	0.749630	-1.000000
0.571721	0.842733	-1.000000
0.179751	0.516564	-1.000000
0.481062	0.131483	1.000000
0.266936	0.111263	1.000000
0.734893	0.248452	1.000000
0.095998	0.856736	-1.000000
0.239502	0.490385	-1.000000
0.371865	0.661811	-1.000000
0.434300	0.381944	-1.000000
0.789127	0.287664	1.000000
0.732668	0.479998	1.000000
0.146944	0.906161	-1.000000
0.697388	0.803765	-1.000000
0.229927	0.709607	-1.000000
0.698212	0.277739	1.000000
0.606783	0.403067	1.000000
0.849247	0.752262	-1.000000
0.528491	0.319226	1.000000
0.848712	0.266800	1.000000
0.484134	0.610144	-1.000000
0.379168	0.212615	1.000000
0.258966	0.641648	-1.000000
0.639419	0.405761	1.000000
0.510111	0.175019	1.000000
0.753749	0.382826	1.000000
0.356494	0.427339	-1.000000
0.334427	0.212846	1.000000
0.278999	0.769153	-1.000000
0.856767	0.238280	1.000000
0.077477	0.930279	-1.000000
